Mod:Item:MetaData, Localized Name
harvestcraft:softpretzelItem, Soft Pretzel
harvestcraft:jellybeansItem, Jellybeans
harvestcraft:biscuitItem, Biscuit
harvestcraft:creamcookieItem, Cream Cookie
harvestcraft:jaffaItem, Jaffa
harvestcraft:friedchickenItem, Fried Chicken
harvestcraft:chocolatesprinklecakeItem, Chocolate Spinkles Cake
harvestcraft:redvelvetcakeItem, Red Velvet Cake
harvestcraft:footlongItem, Footlong
harvestcraft:blueberryyogurtItem, Blueberry Yogurt
harvestcraft:lemonyogurtItem, Lemon Yogurt
harvestcraft:cherryyogurtItem, Cherry Yogurt
harvestcraft:strawberryyogurtItem, Strawberry Yogurt
harvestcraft:grapeyogurtItem, Grape Yogurt
harvestcraft:chocolateyogurtItem, Chocolate Yogurt
harvestcraft:blackberryjuiceItem, Blackberry Juice
harvestcraft:blackberrycobblerItem, Blackberry Cobbler
harvestcraft:blackberrysmoothieItem, Blackberry Smoothie
harvestcraft:blackberryyogurtItem, Blackberry Yogurt
harvestcraft:chocolatemilkItem, Chocolate Milk
harvestcraft:pumpkinyogurtItem, Pumpkin Yogurt
harvestcraft:raspberryjuiceItem, Raspberry Juice
harvestcraft:raspberrypieItem, Raspberry Pie
harvestcraft:raspberrysmoothieItem, Raspberry Smoothie
harvestcraft:raspberryyogurtItem, Raspberry Yogurt
harvestcraft:cinnamonsugardonutItem, Cinnamon Sugar Donut
harvestcraft:melonyogurtItem, Melon Yogurt
harvestcraft:kiwijuiceItem, Kiwi Juice
harvestcraft:kiwismoothieItem, Kiwi Smoothie
harvestcraft:kiwiyogurtItem, Kiwi Yogurt
harvestcraft:plainyogurtItem, Plain Yogurt
harvestcraft:appleyogurtItem, Apple Yogurt
harvestcraft:saltedsunflowerseedsItem, Salted Sunflower Seeds
harvestcraft:sunflowerwheatrollsItem, Sunflower Wheat Rolls
harvestcraft:sunflowerbroccolisaladItem, Sunflower Broccoli Salad
harvestcraft:cranberryjuiceItem, Cranberry Juice
harvestcraft:cranberrysauceItem, Cranberry Sauce
harvestcraft:cranberrybarItem, Cranberry Bar
harvestcraft:peppermintItem, Peppermint
harvestcraft:cactusfruitjuiceItem, Cactus Fruit Juice
harvestcraft:blackpepperItem, Black Pepper
harvestcraft:groundcinnamonItem, Ground Cinnamon
harvestcraft:groundnutmegItem, Ground Nutmeg
harvestcraft:oliveoilItem, Cooking Oil
harvestcraft:baklavaItem, Baklava
harvestcraft:gummybearsItem, Gummy Bears
harvestcraft:baconmushroomburgerItem, Bacon Mushroom Burger
harvestcraft:fruitpunchItem, Fruit Punch
harvestcraft:meatystewItem, Meaty Stew
harvestcraft:mixedsaladItem, Mixed Salad
harvestcraft:pinacoladaItem, Pinacolada
harvestcraft:saladdressingItem, Salad Dressing
harvestcraft:shepardspieItem, Shepherd's Pie
harvestcraft:eggnogItem, Egg Nog
harvestcraft:custardItem, Custard
harvestcraft:sushiItem, Sushi
harvestcraft:gardensoupItem, Garden Soup
harvestcraft:applejellyItem, Apple Jelly
harvestcraft:applejellysandwichItem, Apple Jelly Sandwich
harvestcraft:blackberryjellyItem, Blackberry Jelly
harvestcraft:blackberryjellysandwichItem, Blackberry Jelly Sandwich
harvestcraft:blueberryjellyItem, Blueberry Jelly
harvestcraft:blueberryjellysandwichItem, Blueberry Jelly Sandwich
harvestcraft:cherryjellyItem, Cherry Jelly
harvestcraft:cherryjellysandwichItem, Cherry Jelly Sandwich
harvestcraft:cranberryjellyItem, Cranberry Jelly
harvestcraft:cranberryjellysandwichItem, Cranberry Jelly Sandwich
harvestcraft:kiwijellyItem, Kiwi Jelly
harvestcraft:kiwijellysandwichItem, Kiwi Jelly Sandwich
harvestcraft:lemonjellyItem, Lemon Jelly
harvestcraft:lemonjellysandwichItem, Lemon Jelly Sandwich
harvestcraft:limejellyItem, Lime Jelly
harvestcraft:limejellysandwichItem, Lime Jelly Sandwich
harvestcraft:mangojellyItem, Mango Jelly
harvestcraft:mangojellysandwichItem, Mango Jelly Sandwich
harvestcraft:orangejellyItem, Orange Jelly
harvestcraft:orangejellysandwichItem, Orange Jelly Sandwich
harvestcraft:papayajellyItem, Papaya Jelly
harvestcraft:papayajellysandwichItem, Papaya Jelly Sandwich
harvestcraft:peachjellyItem, Peach Jelly
harvestcraft:peachjellysandwichItem, Peach Jelly Sandwich
harvestcraft:pomegranatejellyItem, Pomegranate Jelly
harvestcraft:pomegranatejellysandwichItem, Pomegranate Jelly Sandwich
harvestcraft:raspberryjellyItem, Raspberry Jelly
harvestcraft:raspberryjellysandwichItem, Raspberry Jelly Sandwich
harvestcraft:starfruitjellyItem, Starfruit Jelly
harvestcraft:starfruitjellysandwichItem, Starfruit Jelly Sandwich
harvestcraft:strawberryjellyItem, Strawberry Jelly
harvestcraft:strawberryjellysandwichItem, Strawberry Jelly Sandwich
harvestcraft:watermelonjellyItem, Watermelon Jelly
harvestcraft:watermelonjellysandwichItem, Watermelon Jelly Sandwich
harvestcraft:bubblywaterItem, Bubbly Water
harvestcraft:cherrysodaItem, Cherry Soda
harvestcraft:colasodaItem, Cola Soda
harvestcraft:gingersodaItem, Ginger Ale
harvestcraft:grapesodaItem, Grape Soda
harvestcraft:lemonlimesodaItem, Lemon-Lime Soda
harvestcraft:orangesodaItem, Orange Soda
harvestcraft:rootbeersodaItem, Root Beer
harvestcraft:strawberrysodaItem, Strawberry Soda
harvestcraft:caramelicecreamItem, Caramel Ice Cream
harvestcraft:mintchocolatechipicemcreamItem, Mint Chocolate Chip Ice Cream
harvestcraft:strawberryicecreamItem, Strawberry Ice Cream
harvestcraft:vanillaicecreamItem, Vanilla Ice Cream
harvestcraft:gingerchickenItem, Ginger Chicken
harvestcraft:oldworldveggiesoupItem, Old World Veggie Soup
harvestcraft:spicebunItem, Spice Bun
harvestcraft:gingeredrhubarbtartItem, Gingered Rhubarb Tart
harvestcraft:lambbarleysoupItem, Lamb Barley Soup
harvestcraft:honeylemonlambItem, Honey Lemon Lamb
harvestcraft:pumpkinoatsconesItem, Pumpkin Oat Scones
harvestcraft:beefjerkyItem, Beef Jerky
harvestcraft:plumjuiceItem, Plum Juice
harvestcraft:pearjuiceItem, Pear Juice
harvestcraft:ovenroastedcauliflowerItem, Oven Roasted Cauliflower
harvestcraft:leekbaconsoupItem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsItem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoItem, Scallion Baked Potato
harvestcraft:soymilkItem, Soy Milk
harvestcraft:firmtofuItem, Firm Tofu
harvestcraft:silkentofuItem, Silken Tofu
harvestcraft:bamboosteamedriceItem, Bamboo Steamed Rice
harvestcraft:roastedchestnutItem, Roasted Chestnut
harvestcraft:sweetpotatosouffleItem, Sweet Potato Souffle
harvestcraft:cashewchickenItem, Cashew Chicken
harvestcraft:apricotjuiceItem, Apricot Juice
harvestcraft:apricotyogurtItem, Apricot Yogurt
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
bartworks:gt.GT2Destructopack, Destructopack
bartworks:gt.BWCircuitProgrammer, Circuit Programmer
gregtech:gt.integrated_circuit:0, Programmed Circuit
gregtech:gt.metaitem.01:2006, Lithium Dust
gregtech:gt.metaitem.01:2008, Beryllium Dust
gregtech:gt.metaitem.01:2009, Boron Dust
gregtech:gt.metaitem.01:2010, Carbon Dust
gregtech:gt.metaitem.01:2017, Sodium Dust
gregtech:gt.metaitem.01:2018, Magnesium Dust
gregtech:gt.metaitem.01:2019, Aluminium Dust
gregtech:gt.metaitem.01:2020, Silicon Dust
gregtech:gt.metaitem.01:2021, Phosphorus Dust
gregtech:gt.metaitem.01:2022, Sulfur Dust
gregtech:gt.metaitem.01:2025, Potassium Dust
gregtech:gt.metaitem.01:2026, Calcium Dust
gregtech:gt.metaitem.01:2027, Scandium Dust
gregtech:gt.metaitem.01:2028, Titanium Dust
gregtech:gt.metaitem.01:2029, Vanadium Dust
gregtech:gt.metaitem.01:2030, Chrome Dust
gregtech:gt.metaitem.01:2031, Manganese Dust
gregtech:gt.metaitem.01:2032, Iron Dust
gregtech:gt.metaitem.01:2033, Cobalt Dust
gregtech:gt.metaitem.01:2034, Nickel Dust
gregtech:gt.metaitem.01:2035, Copper Dust
gregtech:gt.metaitem.01:2036, Zinc Dust
gregtech:gt.metaitem.01:2037, Gallium Dust
gregtech:gt.metaitem.01:2039, Arsenic Dust
gregtech:gt.metaitem.01:2043, Rubidium Dust
gregtech:gt.metaitem.01:2044, Strontium Dust
gregtech:gt.metaitem.01:2045, Yttrium Dust
gregtech:gt.metaitem.01:2047, Niobium Dust
gregtech:gt.metaitem.01:2048, Molybdenum Dust
gregtech:gt.metaitem.01:2052, Palladium Dust
gregtech:gt.metaitem.01:2054, Silver Dust
gregtech:gt.metaitem.01:2055, Cadmium Dust
gregtech:gt.metaitem.01:2056, Indium Dust
gregtech:gt.metaitem.01:2057, Tin Dust
gregtech:gt.metaitem.01:2058, Antimony Dust
gregtech:gt.metaitem.01:2059, Tellurium Dust
gregtech:gt.metaitem.01:2062, Caesium Dust
gregtech:gt.metaitem.01:2063, Barium Dust
gregtech:gt.metaitem.01:2064, Lanthanum Dust
gregtech:gt.metaitem.01:2065, Cerium Dust
gregtech:gt.metaitem.01:2066, Praseodymium Dust
gregtech:gt.metaitem.01:2067, Neodymium Dust
gregtech:gt.metaitem.01:2068, Promethium Dust
gregtech:gt.metaitem.01:2069, Samarium Dust
gregtech:gt.metaitem.01:2070, Europium Dust
gregtech:gt.metaitem.01:2071, Gadolinium Dust
gregtech:gt.metaitem.01:2072, Terbium Dust
gregtech:gt.metaitem.01:2073, Dysprosium Dust
gregtech:gt.metaitem.01:2074, Holmium Dust
gregtech:gt.metaitem.01:2075, Erbium Dust
gregtech:gt.metaitem.01:2076, Thulium Dust
gregtech:gt.metaitem.01:2077, Ytterbium Dust
gregtech:gt.metaitem.01:2078, Lutetium Dust
gregtech:gt.metaitem.01:2080, Tantalum Dust
gregtech:gt.metaitem.01:2081, Tungsten Dust
gregtech:gt.metaitem.01:2083, Osmium Dust
gregtech:gt.metaitem.01:2084, Iridium Dust
gregtech:gt.metaitem.01:2085, Platinum Dust
gregtech:gt.metaitem.01:2086, Gold Dust
gregtech:gt.metaitem.01:2089, Lead Dust
gregtech:gt.metaitem.01:2090, Bismuth Dust
gregtech:gt.metaitem.01:2096, Thorium Dust
gregtech:gt.metaitem.01:2097, Uranium 235 Dust
gregtech:gt.metaitem.01:2098, Uranium 238 Dust
gregtech:gt.metaitem.01:2100, Plutonium 239 Dust
gregtech:gt.metaitem.01:2101, Plutonium 241 Dust
gregtech:gt.metaitem.01:2103, Americium Dust
gregtech:gt.metaitem.01:2129, Neutronium Dust
gregtech:gt.metaitem.01:2241, Platinum Group Sludge Dust
gregtech:gt.metaitem.01:2299, Stone Dust
gregtech:gt.metaitem.01:2300, Bronze Dust
gregtech:gt.metaitem.01:2301, Brass Dust
gregtech:gt.metaitem.01:2302, Invar Dust
gregtech:gt.metaitem.01:2303, Electrum Dust
gregtech:gt.metaitem.01:2304, Wrought Iron Dust
gregtech:gt.metaitem.01:2305, Steel Dust
gregtech:gt.metaitem.01:2306, Stainless Steel Dust
gregtech:gt.metaitem.01:2307, Pig Iron Dust
gregtech:gt.metaitem.01:2308, Red Alloy Dust
gregtech:gt.metaitem.01:2309, Blue Alloy Dust
gregtech:gt.metaitem.01:2310, Cupronickel Dust
gregtech:gt.metaitem.01:2311, Nichrome Dust
gregtech:gt.metaitem.01:2312, Kanthal Dust
gregtech:gt.metaitem.01:2313, Magnalium Dust
gregtech:gt.metaitem.01:2314, Soldering Alloy Dust
gregtech:gt.metaitem.01:2315, Battery Alloy Dust
gregtech:gt.metaitem.01:2316, Tungstensteel Dust
gregtech:gt.metaitem.01:2317, Osmiridium Dust
gregtech:gt.metaitem.01:2318, Sunnarium Dust
gregtech:gt.metaitem.01:2319, Adamantium Dust
gregtech:gt.metaitem.01:2320, Fluxed Electrum Dust
gregtech:gt.metaitem.01:2321, Enderium Dust
